#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507436788;161,24;161,24;26,6;7;13728127;11/03/2024
507436772;519,70;519,7;31,18;10;13728076;11/03/2024
507436716;222,79;222,79;36,76;9;13728077;11/03/2024
507436671;1881,48;1881,48;310,44;10;13728077;11/03/2024
507436430;253,92;253,92;41,9;7;13728077;11/03/2024
507436119;103,79;103,79;17,13;6;13728077;11/03/2024
507436099;2202,38;2202,38;363,39;9;13728077;11/03/2024
507436079;152,68;152,68;25,19;8;13728077;11/03/2024
507435931;124,93;124,93;20,61;7;13728077;11/03/2024
507435705;148,37;148,37;24,48;6;13728077;11/03/2024
507435634;147,19;147,19;24,29;5;13728077;11/03/2024
507435457;412,51;412,51;68,06;10;13728077;11/03/2024
507435236;984,65;984,65;162,47;7;13728077;11/03/2024
507435203;204,65;204,65;33,77;6;13728077;11/03/2024
507435121;127,40;127,4;21,02;6;13728077;11/03/2024
507434934;118,60;118,6;19,57;6;13728077;11/03/2024
507434653;119,99;119,99;19,8;6;13728077;11/03/2024
507434508;109,85;109,85;18,13;5;13728077;11/03/2024
507434376;119,95;119,95;19,79;6;13728077;11/03/2024
507434194;463,97;463,97;76,56;10;13728077;11/03/2024
507434179;147,75;147,75;24,38;8;13728077;11/03/2024
507433963;144,38;144,38;23,82;9;13728077;11/03/2024
507433875;114,09;114,09;18,82;6;13728077;11/03/2024
507433722;117,16;117,16;19,33;6;13728077;11/03/2024
507433563;99,54;99,54;16,42;8;13728077;11/03/2024
507433294;112,38;112,38;18,54;7;13728077;11/03/2024
507433094;820,95;820,95;135,46;9;13728077;11/03/2024
507432985;7374,52;7374,52;1216,8;4;13728077;11/03/2024
507432896;245,43;245,43;14,73;10;13728076;11/03/2024
507432885;227,51;227,51;37,54;10;13728077;11/03/2024
507432878;176,51;176,51;29,12;7;13728077;11/03/2024
507432752;120,00;120,0;19,8;8;13728077;11/03/2024
507432642;104,30;104,3;17,21;10;13728077;11/03/2024
507432333;196,50;196,5;32,42;9;13728077;11/03/2024
507432184;137,65;137,65;22,71;6;13728077;11/03/2024
507431962;128,89;128,89;21,27;8;13728077;11/03/2024
507431920;154,41;154,41;25,48;10;13728077;11/03/2024
507431896;114,53;114,53;18,9;9;13728077;11/03/2024
507431723;131,05;131,05;21,62;6;13728077;11/03/2024
507431576;280,52;280,52;46,29;10;13728077;11/03/2024
