#ADE#;#VALOR_BASE#;#VALOR_BASE_BRUTO#;#VALOR_CMS#;#PRAZO#;#CODIGO_TABELA#;#DATA_DIGITACAO#
507636953;108,72;108,72;17,94;7;13728077;22/04/2024
507636800;103,49;103,49;17,08;5;13728077;22/04/2024
507636663;129,35;129,35;21,34;7;13728077;22/04/2024
507636526;111,93;111,93;18,47;6;13728077;22/04/2024
507635997;117,54;117,54;19,39;7;13728077;22/04/2024
507635603;191,29;191,29;31,56;8;13728077;22/04/2024
507635567;98,80;98,8;16,3;6;13728077;22/04/2024
507635543;349,82;349,82;57,72;6;13728077;22/04/2024
507635498;126,21;126,21;20,82;10;13728077;22/04/2024
507635472;106,57;106,57;17,58;7;13728077;22/04/2024
507635354;131,31;131,31;21,67;10;13728077;22/04/2024
507635319;109,43;109,43;18,06;7;13728077;22/04/2024
507635182;113,43;113,43;18,72;7;13728077;22/04/2024
507635165;105,05;105,05;17,33;4;13728077;22/04/2024
507635122;109,82;109,82;18,12;10;13728077;22/04/2024
507635076;123,33;123,33;20,35;10;13728077;22/04/2024
507635063;170,44;170,44;28,12;10;13728077;22/04/2024
507635009;160,07;160,07;26,41;8;13728077;22/04/2024
507634696;118,36;118,36;19,53;6;13728077;22/04/2024
507634604;91,42;91,42;15,08;6;13728128;22/04/2024
507634492;150,18;150,18;24,78;7;13728077;22/04/2024
507634348;154,67;154,67;25,52;6;13728077;22/04/2024
507634275;162,50;162,5;26,81;8;13728077;22/04/2024
507634057;145,19;145,19;23,96;10;13728077;22/04/2024
507633694;130,57;130,57;21,54;6;13728077;22/04/2024
507633681;98,52;98,52;16,26;6;13728077;22/04/2024
507633634;415,77;415,77;68,6;10;13728077;22/04/2024
507633550;158,74;158,74;26,19;7;13728077;22/04/2024
507633542;106,03;106,03;17,49;6;13728077;22/04/2024
507633521;144,28;144,28;23,81;7;13728077;22/04/2024
507633516;251,48;251,48;41,49;10;13728077;22/04/2024
507633482;154,35;154,35;25,47;4;13728077;22/04/2024
507633452;111,35;111,35;18,37;5;13728077;22/04/2024
507633279;105,35;105,35;17,38;5;13728077;22/04/2024
507633232;1143,75;1143,75;188,72;8;13728077;22/04/2024
507633180;133,47;133,47;22,02;7;13728077;22/04/2024
507633135;174,12;174,12;28,73;7;13728077;22/04/2024
507633071;119,15;119,15;19,66;9;13728077;22/04/2024
507632892;106,53;106,53;17,58;9;13728077;22/04/2024
507632687;144,74;144,74;23,88;9;13728077;22/04/2024
507632676;306,70;306,7;50,61;7;13728077;22/04/2024
507632530;109,99;109,99;18,15;7;13728077;22/04/2024
507632506;809,69;809,69;133,6;6;13728077;22/04/2024
507632434;149,10;149,1;24,6;6;13728077;22/04/2024
507632286;151,12;151,12;24,93;6;13728077;22/04/2024
507632285;138,79;138,79;22,9;10;13728077;22/04/2024
507631992;111,69;111,69;18,43;7;13728077;22/04/2024
507631862;277,32;277,32;45,76;7;13728077;22/04/2024
507631755;371,03;371,03;61,22;10;13728077;22/04/2024
507631570;175,55;175,55;28,97;9;13728077;22/04/2024
507631491;155,93;155,93;25,73;7;13728077;22/04/2024
507631428;149,21;149,21;24,62;7;13728077;22/04/2024
507631353;102,12;102,12;16,85;5;13728077;22/04/2024
507631317;1527,75;1527,75;252,08;8;13728077;22/04/2024
507631026;105,77;105,77;17,45;5;13728077;22/04/2024
507631016;154,20;154,2;25,44;8;13728077;22/04/2024
507630780;187,29;187,29;30,9;9;13728077;22/04/2024
507630099;166,36;166,36;27,45;7;13728077;22/04/2024
507629958;99,42;99,42;16,4;5;13728077;22/04/2024
507629667;137,72;137,72;22,72;10;13728077;22/04/2024
507629647;101,87;101,87;16,81;7;13728077;22/04/2024
507629643;117,38;117,38;19,37;9;13728077;22/04/2024
507629630;220,62;220,62;36,4;7;13728077;22/04/2024
507629395;130,25;130,25;21,49;6;13728077;22/04/2024
507629309;188,40;188,4;31,09;6;13728077;22/04/2024
507629305;159,79;159,79;26,37;5;13728077;22/04/2024
507629181;112,15;112,15;18,5;6;13728077;22/04/2024
507629143;150,68;150,68;24,86;6;13728077;22/04/2024
507629112;126,04;126,04;20,8;9;13728077;22/04/2024
507629014;175,12;175,12;28,89;10;13728077;22/04/2024
507629011;134,43;134,43;22,18;7;13728077;22/04/2024
507628719;172,50;172,5;28,46;6;13728077;22/04/2024
507628679;196,64;196,64;11,8;10;13728076;22/04/2024
507628600;168,90;168,9;10,13;10;13728076;22/04/2024
507628493;107,25;107,25;17,7;7;13728077;22/04/2024
507628439;192,30;192,3;31,73;8;13728077;22/04/2024
507628326;155,55;155,55;25,67;9;13728077;22/04/2024
507628140;135,16;135,16;22,3;6;13728077;22/04/2024
507627939;144,22;144,22;23,8;8;13728077;22/04/2024
507627886;125,79;125,79;20,76;6;13728077;22/04/2024
507627720;129,09;129,09;7,75;6;13728076;22/04/2024
507627511;118,67;118,67;19,58;7;13728077;22/04/2024
507627218;166,21;166,21;27,42;5;13728077;22/04/2024
507626808;238,04;238,04;39,28;9;13728077;22/04/2024
507626601;165,74;165,74;27,35;7;13728077;22/04/2024
507626318;119,99;119,99;19,8;7;13728077;22/04/2024
507626043;134,63;134,63;22,21;9;13728077;22/04/2024
507625477;108,55;108,55;17,91;6;13728077;22/04/2024
507625336;137,07;137,07;22,62;8;13728077;22/04/2024
507625226;228,87;228,87;37,76;10;13728077;22/04/2024
